,file_name,prediction
1872,51872,6
1873,51873,4
1874,51874,5
1875,51875,5
1876,51876,1
1877,51877,6
1878,51878,8
1879,51879,7
1880,51880,8
1881,51881,8
1882,51882,1
1883,51883,0
1884,51884,2
1885,51885,7
1886,51886,3
1887,51887,5
1888,51888,1
1889,51889,0
1890,51890,3
1891,51891,8
1892,51892,0
1893,51893,4
1894,51894,9
1895,51895,1
1896,51896,3
1897,51897,8
1898,51898,2
1899,51899,8
1900,51900,1
1901,51901,1
1902,51902,4
1903,51903,3
1904,51904,8
1905,51905,1
1906,51906,8
1907,51907,8
1908,51908,1
1909,51909,3
1910,51910,9
1911,51911,7
1912,51912,6
1913,51913,9
1914,51914,7
1915,51915,3
1916,51916,7
1917,51917,0
1918,51918,3
1919,51919,9
1920,51920,6
1921,51921,4
1922,51922,2
1923,51923,4
1924,51924,6
1925,51925,0
1926,51926,4
1927,51927,7
1928,51928,5
1929,51929,4
1930,51930,9
1931,51931,2
1932,51932,1
1933,51933,8
1934,51934,3
1935,51935,7
1936,51936,1
1937,51937,2
1938,51938,9
1939,51939,4
1940,51940,3
1941,51941,7
1942,51942,9
1943,51943,8
1944,51944,9
1945,51945,4
1946,51946,5
1947,51947,3
1948,51948,8
1949,51949,1
1950,51950,5
1951,51951,4
1952,51952,1
1953,51953,6
1954,51954,8
1955,51955,5
1956,51956,9
1957,51957,2
1958,51958,7
1959,51959,2
1960,51960,0
1961,51961,2
1962,51962,4
1963,51963,5
1964,51964,8
1965,51965,6
1966,51966,4
1967,51967,7
1968,51968,8
1969,51969,8
1970,51970,3
1971,51971,7
1972,51972,5
1973,51973,5
1974,51974,7
1975,51975,1
1976,51976,2
1977,51977,6
1978,51978,0
1979,51979,4
1980,51980,0
1981,51981,9
1982,51982,9
1983,51983,2
1984,51984,7
1985,51985,4
1986,51986,2
1987,51987,3
1988,51988,4
1989,51989,5
1990,51990,3
1991,51991,3
1992,51992,0
1993,51993,6
1994,51994,5
1995,51995,6
1996,51996,7
1997,51997,0
1998,51998,3
1999,51999,0
2000,52000,6
2001,52001,2
2002,52002,1
2003,52003,5
2004,52004,6
2005,52005,6
2006,52006,2
2007,52007,4
2008,52008,7
2009,52009,3
2010,52010,7
2011,52011,2
2012,52012,8
2013,52013,7
2014,52014,3
2015,52015,4
2016,52016,2
2017,52017,9
2018,52018,9
2019,52019,5
2020,52020,1
2021,52021,0
2022,52022,1
2023,52023,2
2024,52024,4
2025,52025,2
2026,52026,5
2027,52027,3
2028,52028,0
2029,52029,6
2030,52030,9
2031,52031,1
2032,52032,1
2033,52033,8
2034,52034,9
2035,52035,3
2036,52036,0
2037,52037,8
2038,52038,3
2039,52039,0
2040,52040,5
2041,52041,3
2042,52042,1
2043,52043,5
2044,52044,3
2045,52045,0
2046,52046,1
2047,52047,0
2048,52048,6
2049,52049,6
2050,52050,8
2051,52051,1
2052,52052,7
2053,52053,6
2054,52054,6
2055,52055,9
2056,52056,1
2057,52057,5
2058,52058,1
2059,52059,3
2060,52060,9
2061,52061,9
2062,52062,6
2063,52063,4
2064,52064,0
2065,52065,5
2066,52066,6
2067,52067,8
2068,52068,2
2069,52069,6
2070,52070,8
2071,52071,7
2072,52072,8
2073,52073,1
2074,52074,4
2075,52075,1
2076,52076,6
2077,52077,7
2078,52078,1
2079,52079,0
2080,52080,8
2081,52081,1
2082,52082,1
2083,52083,2
2084,52084,1
2085,52085,3
2086,52086,4
2087,52087,4
2088,52088,1
2089,52089,8
2090,52090,8
2091,52091,8
2092,52092,5
2093,52093,9
2094,52094,9
2095,52095,0
2096,52096,5
2097,52097,1
2098,52098,3
2099,52099,2
2100,52100,6
2101,52101,3
2102,52102,6
2103,52103,4
2104,52104,3
2105,52105,0
2106,52106,5
2107,52107,1
2108,52108,5
2109,52109,4
2110,52110,7
2111,52111,3
2112,52112,4
2113,52113,7
2114,52114,0
2115,52115,8
2116,52116,3
2117,52117,9
2118,52118,2
2119,52119,1
2120,52120,1
2121,52121,5
2122,52122,5
2123,52123,9
2124,52124,7
2125,52125,6
2126,52126,0
2127,52127,9
2128,52128,4
2129,52129,5
2130,52130,0
2131,52131,5
2132,52132,2
2133,52133,7
2134,52134,3
2135,52135,0
2136,52136,1
2137,52137,7
2138,52138,9
2139,52139,9
2140,52140,4
2141,52141,6
2142,52142,2
2143,52143,1
2144,52144,7
2145,52145,6
2146,52146,7
2147,52147,7
2148,52148,9
2149,52149,7
2150,52150,6
2151,52151,9
2152,52152,2
2153,52153,2
2154,52154,0
2155,52155,4
2156,52156,6
2157,52157,8
2158,52158,4
2159,52159,8
2160,52160,3
2161,52161,0
2162,52162,7
2163,52163,4
2164,52164,3
2165,52165,4
2166,52166,9
2167,52167,1
2168,52168,3
2169,52169,2
2170,52170,5
2171,52171,8
2172,52172,5
2173,52173,1
2174,52174,1
2175,52175,1
2176,52176,7
2177,52177,1
2178,52178,7
2179,52179,0
2180,52180,9
2181,52181,7
2182,52182,0
2183,52183,6
2184,52184,9
2185,52185,0
2186,52186,2
2187,52187,1
2188,52188,2
2189,52189,2
2190,52190,5
2191,52191,3
2192,52192,5
2193,52193,4
2194,52194,6
2195,52195,5
2196,52196,7
2197,52197,6
2198,52198,6
2199,52199,7
2200,52200,4
2201,52201,8
2202,52202,0
2203,52203,9
2204,52204,0
2205,52205,1
2206,52206,6
2207,52207,2
2208,52208,2
2209,52209,3
2210,52210,4
2211,52211,4
2212,52212,6
2213,52213,5
2214,52214,9
2215,52215,6
2216,52216,7
2217,52217,9
2218,52218,6
2219,52219,8
2220,52220,1
2221,52221,0
2222,52222,4
2223,52223,1
2224,52224,2
2225,52225,4
2226,52226,0
2227,52227,3
2228,52228,0
2229,52229,4
2230,52230,9
2231,52231,5
2232,52232,9
2233,52233,6
2234,52234,1
2235,52235,7
2236,52236,9
2237,52237,8
2238,52238,0
2239,52239,9
2240,52240,3
2241,52241,9
2242,52242,2
2243,52243,4
2244,52244,1
2245,52245,0
2246,52246,4
2247,52247,8
2248,52248,1
2249,52249,9
2250,52250,8
2251,52251,2
2252,52252,3
2253,52253,6
2254,52254,1
2255,52255,5
2256,52256,7
2257,52257,5
2258,52258,9
2259,52259,3
2260,52260,4
2261,52261,7
2262,52262,1
2263,52263,6
2264,52264,5
2265,52265,6
2266,52266,5
2267,52267,4
2268,52268,1
2269,52269,3
2270,52270,9
2271,52271,2
2272,52272,3
2273,52273,6
2274,52274,4
2275,52275,6
2276,52276,0
2277,52277,9
2278,52278,1
2279,52279,1
2280,52280,8
2281,52281,3
2282,52282,6
2283,52283,8
2284,52284,5
2285,52285,8
2286,52286,9
2287,52287,3
2288,52288,0
2289,52289,0
2290,52290,1
2291,52291,1
2292,52292,8
2293,52293,4
2294,52294,6
2295,52295,5
2296,52296,8
2297,52297,6
2298,52298,3
2299,52299,4
2300,52300,3
2301,52301,7
2302,52302,7
2303,52303,8
2304,52304,9
2305,52305,0
2306,52306,8
2307,52307,3
2308,52308,4
2309,52309,1
2310,52310,5
2311,52311,9
2312,52312,0
2313,52313,0
2314,52314,5
2315,52315,9
2316,52316,2
2317,52317,1
2318,52318,0
2319,52319,2
2320,52320,0
2321,52321,7
2322,52322,7
2323,52323,0
2324,52324,7
2325,52325,1
2326,52326,5
2327,52327,3
2328,52328,9
2329,52329,8
2330,52330,7
2331,52331,2
2332,52332,5
2333,52333,9
2334,52334,1
2335,52335,2
2336,52336,0
2337,52337,7
2338,52338,6
2339,52339,7
2340,52340,9
2341,52341,9
2342,52342,1
2343,52343,4
2344,52344,4
2345,52345,2
2346,52346,4
2347,52347,5
2348,52348,4
2349,52349,8
2350,52350,3
2351,52351,6
2352,52352,8
2353,52353,5
2354,52354,0
2355,52355,9
2356,52356,9
2357,52357,9
2358,52358,2
2359,52359,1
2360,52360,1
2361,52361,1
2362,52362,1
2363,52363,7
2364,52364,5
2365,52365,6
2366,52366,2
2367,52367,9
2368,52368,1
2369,52369,1
2370,52370,2
2371,52371,3
2372,52372,9
2373,52373,2
2374,52374,6
2375,52375,3
2376,52376,1
2377,52377,4
2378,52378,3
2379,52379,3
2380,52380,6
2381,52381,1
2382,52382,1
2383,52383,9
2384,52384,4
2385,52385,3
2386,52386,3
2387,52387,6
2388,52388,5
2389,52389,8
2390,52390,8
2391,52391,7
2392,52392,2
2393,52393,0
2394,52394,5
2395,52395,1
2396,52396,0
2397,52397,0
2398,52398,8
2399,52399,5
2400,52400,2
2401,52401,8
2402,52402,4
2403,52403,2
2404,52404,3
2405,52405,7
2406,52406,9
2407,52407,7
2408,52408,2
2409,52409,0
2410,52410,2
2411,52411,1
2412,52412,6
2413,52413,2
2414,52414,4
2415,52415,3
2416,52416,1
2417,52417,4
2418,52418,1
2419,52419,5
2420,52420,6
2421,52421,6
2422,52422,2
2423,52423,7
2424,52424,4
2425,52425,8
2426,52426,6
2427,52427,9
2428,52428,0
2429,52429,0
2430,52430,8
2431,52431,1
2432,52432,3
2433,52433,2
2434,52434,6
2435,52435,3
2436,52436,7
2437,52437,4
2438,52438,0
2439,52439,5
2440,52440,2
2441,52441,6
2442,52442,9
2443,52443,7
2444,52444,1
2445,52445,8
2446,52446,3
2447,52447,9
2448,52448,4
2449,52449,0
2450,52450,1
2451,52451,1
2452,52452,5
2453,52453,2
2454,52454,1
2455,52455,3
2456,52456,2
2457,52457,4
2458,52458,5
2459,52459,5
2460,52460,7
2461,52461,6
2462,52462,9
2463,52463,7
2464,52464,3
2465,52465,8
2466,52466,7
2467,52467,9
2468,52468,8
2469,52469,8
2470,52470,0
2471,52471,7
2472,52472,6
2473,52473,4
2474,52474,5
2475,52475,9
2476,52476,3
2477,52477,7
2478,52478,9
2479,52479,3
2480,52480,7
2481,52481,9
2482,52482,6
2483,52483,8
2484,52484,7
2485,52485,8
2486,52486,7
2487,52487,3
2488,52488,2
2489,52489,1
2490,52490,7
2491,52491,5
2492,52492,1
2493,52493,8
2494,52494,6
2495,52495,2
2496,52496,8
2497,52497,7
2498,52498,1
2499,52499,4
2500,52500,9
2501,52501,2
2502,52502,6
2503,52503,6
2504,52504,6
2505,52505,1
2506,52506,9
2507,52507,5
2508,52508,0
2509,52509,5
2510,52510,9
2511,52511,8
2512,52512,2
2513,52513,6
2514,52514,6
2515,52515,4
2516,52516,2
2517,52517,4
2518,52518,6
2519,52519,4
2520,52520,0
2521,52521,1
2522,52522,9
2523,52523,8
2524,52524,7
2525,52525,7
2526,52526,0
2527,52527,5
2528,52528,7
2529,52529,5
2530,52530,1
2531,52531,1
2532,52532,4
2533,52533,8
2534,52534,6
2535,52535,9
2536,52536,8
2537,52537,1
2538,52538,9
2539,52539,3
2540,52540,5
2541,52541,6
2542,52542,6
2543,52543,3
2544,52544,6
2545,52545,3
2546,52546,9
2547,52547,2
2548,52548,3
2549,52549,2
2550,52550,2
2551,52551,6
2552,52552,1
2553,52553,9
2554,52554,0
2555,52555,9
2556,52556,9
2557,52557,6
2558,52558,0
2559,52559,5
2560,52560,6
2561,52561,5
2562,52562,1
2563,52563,3
2564,52564,4
2565,52565,3
2566,52566,4
2567,52567,8
2568,52568,7
2569,52569,1
2570,52570,9
2571,52571,6
2572,52572,4
2573,52573,8
2574,52574,2
2575,52575,1
2576,52576,9
2577,52577,9
2578,52578,6
2579,52579,7
2580,52580,4
2581,52581,6
2582,52582,2
2583,52583,8
2584,52584,6
2585,52585,3
2586,52586,1
2587,52587,7
2588,52588,7
2589,52589,9
2590,52590,3
2591,52591,7
2592,52592,8
2593,52593,0
2594,52594,7
2595,52595,9
2596,52596,0
2597,52597,0
2598,52598,6
2599,52599,0
2600,52600,4
2601,52601,3
2602,52602,2
2603,52603,7
2604,52604,4
2605,52605,9
2606,52606,7
2607,52607,3
2608,52608,5
2609,52609,0
2610,52610,5
2611,52611,2
2612,52612,8
2613,52613,0
2614,52614,1
2615,52615,1
2616,52616,1
2617,52617,0
2618,52618,9
2619,52619,1
2620,52620,6
2621,52621,0
2622,52622,1
2623,52623,4
2624,52624,1
2625,52625,0
2626,52626,6
2627,52627,1
2628,52628,0
2629,52629,0
2630,52630,2
2631,52631,4
2632,52632,8
2633,52633,7
2634,52634,2
2635,52635,9
2636,52636,3
2637,52637,2
2638,52638,9
2639,52639,0
2640,52640,6
2641,52641,6
2642,52642,4
2643,52643,2
2644,52644,8
2645,52645,6
2646,52646,9
2647,52647,2
2648,52648,1
2649,52649,2
2650,52650,5
2651,52651,9
2652,52652,4
2653,52653,9
2654,52654,1
2655,52655,0
2656,52656,2
2657,52657,1
2658,52658,4
2659,52659,2
2660,52660,2
2661,52661,3
2662,52662,8
2663,52663,4
2664,52664,3
2665,52665,5
2666,52666,7
2667,52667,6
2668,52668,1
2669,52669,7
2670,52670,7
2671,52671,8
2672,52672,9
2673,52673,0
2674,52674,0
2675,52675,1
2676,52676,3
2677,52677,2
2678,52678,6
2679,52679,3
2680,52680,7
2681,52681,4
2682,52682,4
2683,52683,5
2684,52684,2
2685,52685,6
2686,52686,5
2687,52687,7
2688,52688,6
2689,52689,8
2690,52690,3
2691,52691,0
2692,52692,3
2693,52693,1
2694,52694,2
2695,52695,2
2696,52696,0
2697,52697,3
2698,52698,8
2699,52699,8
2700,52700,3
2701,52701,7
2702,52702,3
2703,52703,4
2704,52704,4
2705,52705,7
2706,52706,5
2707,52707,9
2708,52708,4
2709,52709,9
2710,52710,1
2711,52711,8
2712,52712,9
2713,52713,0
2714,52714,9
2715,52715,1
2716,52716,0
2717,52717,6
2718,52718,4
2719,52719,8
2720,52720,0
2721,52721,4
2722,52722,8
2723,52723,2
2724,52724,6
2725,52725,6
2726,52726,2
2727,52727,0
2728,52728,0
2729,52729,4
2730,52730,7
2731,52731,1
2732,52732,7
2733,52733,8
2734,52734,4
2735,52735,7
2736,52736,7
2737,52737,5
2738,52738,3
2739,52739,5
2740,52740,8
2741,52741,1
2742,52742,6
2743,52743,9
2744,52744,7
2745,52745,1
2746,52746,8
2747,52747,3
2748,52748,4
2749,52749,6
2750,52750,7
2751,52751,3
2752,52752,7
2753,52753,3
2754,52754,6
2755,52755,2
2756,52756,4
2757,52757,2
2758,52758,1
2759,52759,6
2760,52760,7
2761,52761,9
2762,52762,2
2763,52763,9
2764,52764,8
2765,52765,6
2766,52766,0
2767,52767,5
2768,52768,5
2769,52769,5
2770,52770,4
2771,52771,3
2772,52772,9
2773,52773,3
2774,52774,2
2775,52775,8
2776,52776,5
2777,52777,1
2778,52778,5
2779,52779,7
2780,52780,1
2781,52781,6
2782,52782,2
2783,52783,8
2784,52784,2
2785,52785,3
2786,52786,7
2787,52787,7
2788,52788,6
2789,52789,4
2790,52790,3
2791,52791,7
2792,52792,5
2793,52793,0
2794,52794,3
2795,52795,9
2796,52796,2
2797,52797,0
2798,52798,5
2799,52799,0
2800,52800,2
2801,52801,2
2802,52802,2
2803,52803,7
2804,52804,0
2805,52805,9
2806,52806,6
2807,52807,1
2808,52808,8
2809,52809,0
2810,52810,3
2811,52811,1
2812,52812,7
2813,52813,0
2814,52814,3
2815,52815,4
2816,52816,3
2817,52817,0
2818,52818,3
2819,52819,1
2820,52820,6
2821,52821,0
2822,52822,1
2823,52823,4
2824,52824,7
2825,52825,7
2826,52826,5
2827,52827,9
2828,52828,3
2829,52829,2
2830,52830,8
2831,52831,0
2832,52832,0
2833,52833,6
2834,52834,2
2835,52835,2
2836,52836,0
2837,52837,6
2838,52838,4
2839,52839,2
2840,52840,2
2841,52841,2
2842,52842,7
2843,52843,9
2844,52844,6
2845,52845,9
2846,52846,7
2847,52847,0
2848,52848,8
2849,52849,1
2850,52850,1
2851,52851,2
2852,52852,4
2853,52853,3
2854,52854,1
2855,52855,4
2856,52856,6
2857,52857,5
2858,52858,6
2859,52859,6
2860,52860,8
2861,52861,7
2862,52862,8
2863,52863,8
2864,52864,3
2865,52865,0
2866,52866,7
2867,52867,1
2868,52868,1
2869,52869,9
2870,52870,5
2871,52871,3
2872,52872,1
2873,52873,4
2874,52874,2
2875,52875,5
2876,52876,4
2877,52877,6
2878,52878,1
2879,52879,7
2880,52880,6
2881,52881,8
2882,52882,1
2883,52883,9
2884,52884,8
2885,52885,0
2886,52886,7
2887,52887,1
2888,52888,1
2889,52889,2
2890,52890,8
2891,52891,3
2892,52892,8
2893,52893,4
2894,52894,2
2895,52895,5
2896,52896,5
2897,52897,6
2898,52898,2
2899,52899,3
2900,52900,8
2901,52901,8
2902,52902,5
2903,52903,9
2904,52904,3
2905,52905,8
2906,52906,1
2907,52907,8
2908,52908,6
2909,52909,4
2910,52910,0
2911,52911,7
2912,52912,6
2913,52913,8
2914,52914,3
2915,52915,6
2916,52916,1
2917,52917,3
2918,52918,6
2919,52919,4
2920,52920,4
2921,52921,0
2922,52922,3
2923,52923,9
2924,52924,3
2925,52925,7
2926,52926,7
2927,52927,1
2928,52928,0
2929,52929,9
2930,52930,0
2931,52931,3
2932,52932,3
2933,52933,8
2934,52934,0
2935,52935,4
2936,52936,5
2937,52937,7
2938,52938,8
2939,52939,3
2940,52940,3
2941,52941,0
2942,52942,2
2943,52943,9
2944,52944,8
2945,52945,4
2946,52946,6
2947,52947,5
2948,52948,9
2949,52949,4
2950,52950,8
2951,52951,6
2952,52952,5
2953,52953,8
2954,52954,8
2955,52955,0
2956,52956,2
2957,52957,6
2958,52958,4
2959,52959,2
2960,52960,7
2961,52961,1
2962,52962,6
2963,52963,1
2964,52964,7
2965,52965,1
2966,52966,3
2967,52967,1
2968,52968,7
2969,52969,7
2970,52970,5
2971,52971,2
2972,52972,3
2973,52973,4
2974,52974,3
2975,52975,8
2976,52976,5
2977,52977,9
2978,52978,3
2979,52979,4
2980,52980,8
2981,52981,6
2982,52982,2
2983,52983,8
2984,52984,1
2985,52985,4
2986,52986,6
2987,52987,2
2988,52988,4
2989,52989,9
2990,52990,1
2991,52991,7
2992,52992,7
2993,52993,0
2994,52994,3
2995,52995,0
2996,52996,4
2997,52997,7
2998,52998,7
2999,52999,5
3000,53000,5
3001,53001,1
3002,53002,8
3003,53003,7
3004,53004,1
3005,53005,6
3006,53006,8
3007,53007,6
3008,53008,2
3009,53009,6
3010,53010,9
3011,53011,8
3012,53012,1
3013,53013,8
3014,53014,0
3015,53015,6
3016,53016,1
3017,53017,8
3018,53018,1
3019,53019,2
3020,53020,9
3021,53021,7
3022,53022,9
3023,53023,7
3024,53024,5
3025,53025,4
3026,53026,2
3027,53027,0
3028,53028,8
3029,53029,2
3030,53030,0
3031,53031,4
3032,53032,4
3033,53033,2
3034,53034,2
3035,53035,3
3036,53036,8
3037,53037,3
3038,53038,0
3039,53039,3
3040,53040,1
3041,53041,1
3042,53042,5
3043,53043,8
3044,53044,7
3045,53045,9
3046,53046,5
3047,53047,6
3048,53048,3
3049,53049,1
3050,53050,5
3051,53051,0
3052,53052,4
3053,53053,5
3054,53054,5
3055,53055,9
3056,53056,2
3057,53057,6
3058,53058,1
3059,53059,9
3060,53060,7
3061,53061,8
3062,53062,4
3063,53063,6
3064,53064,8
3065,53065,8
3066,53066,7
3067,53067,5
3068,53068,6
3069,53069,5
3070,53070,9
3071,53071,8
3072,53072,2
3073,53073,0
3074,53074,7
3075,53075,3
3076,53076,2
3077,53077,0
3078,53078,4
3079,53079,8
3080,53080,3
3081,53081,6
3082,53082,8
3083,53083,3
3084,53084,3
3085,53085,0
3086,53086,5
3087,53087,1
3088,53088,2
3089,53089,2
3090,53090,8
3091,53091,3
3092,53092,8
3093,53093,4
3094,53094,7
3095,53095,6
3096,53096,5
3097,53097,7
3098,53098,1
3099,53099,8
3100,53100,5
3101,53101,0
3102,53102,7
3103,53103,1
3104,53104,3
3105,53105,2
3106,53106,6
3107,53107,3
3108,53108,3
3109,53109,4
3110,53110,8
3111,53111,6
3112,53112,8
3113,53113,9
3114,53114,5
3115,53115,8
3116,53116,0
3117,53117,0
3118,53118,0
3119,53119,1
3120,53120,5
3121,53121,2
3122,53122,5
3123,53123,3
3124,53124,0
3125,53125,4
3126,53126,9
3127,53127,6
3128,53128,8
3129,53129,7
3130,53130,4
3131,53131,8
3132,53132,2
3133,53133,8
3134,53134,4
3135,53135,1
3136,53136,3
3137,53137,7
3138,53138,2
3139,53139,2
3140,53140,1
3141,53141,4
3142,53142,9
3143,53143,1
3144,53144,4
3145,53145,4
3146,53146,9
3147,53147,1
3148,53148,6
3149,53149,4
3150,53150,8
3151,53151,9
3152,53152,5
3153,53153,6
3154,53154,9
3155,53155,8
3156,53156,2
3157,53157,4
3158,53158,3
3159,53159,7
3160,53160,1
3161,53161,8
3162,53162,1
3163,53163,4
3164,53164,7
3165,53165,3
3166,53166,9
3167,53167,3
3168,53168,9
3169,53169,6
3170,53170,4
3171,53171,7
3172,53172,5
3173,53173,0
3174,53174,0
3175,53175,6
3176,53176,1
3177,53177,1
3178,53178,1
3179,53179,6
3180,53180,1
3181,53181,5
3182,53182,3
3183,53183,7
3184,53184,8
3185,53185,0
3186,53186,8
3187,53187,1
3188,53188,7
3189,53189,0
3190,53190,9
3191,53191,8
3192,53192,4
3193,53193,5
3194,53194,1
3195,53195,0
3196,53196,1
3197,53197,6
3198,53198,6
3199,53199,1
3200,53200,5
3201,53201,5
3202,53202,9
3203,53203,8
3204,53204,9
3205,53205,4
3206,53206,1
3207,53207,2
3208,53208,8
3209,53209,3
3210,53210,7
3211,53211,9
3212,53212,0
3213,53213,7
3214,53214,7
3215,53215,6
3216,53216,0
3217,53217,9
3218,53218,2
3219,53219,0
3220,53220,6
3221,53221,6
3222,53222,4
3223,53223,3
3224,53224,2
3225,53225,3
3226,53226,4
3227,53227,7
3228,53228,6
3229,53229,5
3230,53230,6
3231,53231,3
3232,53232,7
3233,53233,1
3234,53234,7
3235,53235,8
3236,53236,8
3237,53237,2
3238,53238,9
3239,53239,2
3240,53240,8
3241,53241,3
3242,53242,7
3243,53243,0
3244,53244,5
3245,53245,2
3246,53246,3
3247,53247,9
3248,53248,8
3249,53249,4
3250,53250,9
3251,53251,9
3252,53252,3
3253,53253,7
3254,53254,4
3255,53255,0
3256,53256,0
3257,53257,0
3258,53258,7
3259,53259,2
3260,53260,9
3261,53261,7
3262,53262,3
3263,53263,4
3264,53264,2
3265,53265,9
3266,53266,2
3267,53267,9
3268,53268,5
3269,53269,2
3270,53270,0
3271,53271,8
3272,53272,5
3273,53273,1
3274,53274,7
3275,53275,5
3276,53276,9
3277,53277,6
3278,53278,4
3279,53279,9
3280,53280,9
3281,53281,8
3282,53282,3
3283,53283,3
3284,53284,2
3285,53285,8
3286,53286,8
3287,53287,3
3288,53288,4
3289,53289,6
3290,53290,0
3291,53291,7
3292,53292,5
3293,53293,0
3294,53294,8
3295,53295,4
3296,53296,5
3297,53297,0
3298,53298,6
3299,53299,0
3300,53300,4
3301,53301,1
3302,53302,7
3303,53303,2
3304,53304,1
3305,53305,3
3306,53306,3
3307,53307,4
3308,53308,1
3309,53309,5
3310,53310,1
3311,53311,6
3312,53312,8
3313,53313,7
3314,53314,1
3315,53315,8
3316,53316,5
3317,53317,9
3318,53318,6
3319,53319,0
3320,53320,6
3321,53321,1
3322,53322,2
3323,53323,2
3324,53324,9
3325,53325,3
3326,53326,1
3327,53327,4
3328,53328,0
3329,53329,5
3330,53330,1
3331,53331,6
3332,53332,3
3333,53333,7
3334,53334,7
3335,53335,8
3336,53336,6
3337,53337,9
3338,53338,7
3339,53339,0
3340,53340,2
3341,53341,1
3342,53342,9
3343,53343,2
3344,53344,0
3345,53345,3
3346,53346,4
3347,53347,4
3348,53348,1
3349,53349,9
3350,53350,0
3351,53351,1
3352,53352,5
3353,53353,0
3354,53354,0
3355,53355,0
3356,53356,5
3357,53357,3
3358,53358,3
3359,53359,6
3360,53360,0
3361,53361,1
3362,53362,4
3363,53363,4
3364,53364,4
3365,53365,3
3366,53366,2
3367,53367,2
3368,53368,7
3369,53369,9
3370,53370,9
3371,53371,1
3372,53372,7
3373,53373,2
3374,53374,3
3375,53375,1
3376,53376,3
3377,53377,2
3378,53378,4
3379,53379,9
3380,53380,0
3381,53381,0
3382,53382,3
3383,53383,1
3384,53384,4
3385,53385,3
3386,53386,9
3387,53387,0
3388,53388,2
3389,53389,6
3390,53390,2
3391,53391,2
3392,53392,7
3393,53393,9
3394,53394,1
3395,53395,1
3396,53396,9
3397,53397,9
3398,53398,0
3399,53399,0
3400,53400,8
3401,53401,0
3402,53402,3
3403,53403,0
3404,53404,0
3405,53405,1
3406,53406,6
3407,53407,0
3408,53408,5
3409,53409,1
3410,53410,5
3411,53411,4
3412,53412,3
3413,53413,5
3414,53414,5
3415,53415,7
3416,53416,6
3417,53417,8
3418,53418,7
3419,53419,3
3420,53420,8
3421,53421,4
3422,53422,6
3423,53423,7
3424,53424,0
3425,53425,1
3426,53426,4
3427,53427,1
3428,53428,5
3429,53429,0
3430,53430,2
3431,53431,7
3432,53432,0
3433,53433,5
3434,53434,2
3435,53435,9
3436,53436,1
3437,53437,9
3438,53438,9
3439,53439,4
3440,53440,8
3441,53441,7
3442,53442,9
3443,53443,5
3444,53444,0
3445,53445,8
3446,53446,4
3447,53447,3
3448,53448,1
3449,53449,4
3450,53450,4
3451,53451,4
3452,53452,4
3453,53453,3
3454,53454,0
3455,53455,2
3456,53456,9
3457,53457,3
3458,53458,4
3459,53459,4
3460,53460,0
3461,53461,5
3462,53462,8
3463,53463,6
3464,53464,8
3465,53465,7
3466,53466,8
3467,53467,1
3468,53468,1
3469,53469,0
3470,53470,0
3471,53471,1
3472,53472,6
3473,53473,2
3474,53474,3
3475,53475,3
3476,53476,1
3477,53477,4
3478,53478,7
3479,53479,5
3480,53480,3
3481,53481,6
3482,53482,3
3483,53483,7
3484,53484,1
3485,53485,8
3486,53486,8
3487,53487,0
3488,53488,3
3489,53489,1
3490,53490,7
3491,53491,2
3492,53492,4
3493,53493,3
3494,53494,2
3495,53495,4
3496,53496,9
3497,53497,5
3498,53498,1
3499,53499,6
3500,53500,2
3501,53501,7
3502,53502,0
3503,53503,0
3504,53504,2
3505,53505,9
3506,53506,8
3507,53507,9
3508,53508,4
3509,53509,0
3510,53510,7
3511,53511,9
3512,53512,2
3513,53513,8
3514,53514,3
3515,53515,9
3516,53516,6
3517,53517,8
3518,53518,1
3519,53519,4
3520,53520,8
3521,53521,1
3522,53522,2
3523,53523,7
3524,53524,0
3525,53525,7
3526,53526,6
3527,53527,3
3528,53528,9
3529,53529,5
3530,53530,9
3531,53531,1
3532,53532,9
3533,53533,0
3534,53534,6
3535,53535,0
3536,53536,0
3537,53537,0
3538,53538,5
3539,53539,1
3540,53540,6
3541,53541,2
3542,53542,3
3543,53543,6
3544,53544,9
3545,53545,3
3546,53546,4
3547,53547,7
3548,53548,7
3549,53549,7
3550,53550,9
3551,53551,4
3552,53552,3
3553,53553,6
3554,53554,3
3555,53555,6
3556,53556,8
3557,53557,6
3558,53558,3
3559,53559,8
3560,53560,3
3561,53561,9
3562,53562,0
3563,53563,1
3564,53564,6
3565,53565,9
3566,53566,3
3567,53567,3
3568,53568,6
3569,53569,8
3570,53570,3
3571,53571,2
3572,53572,5
3573,53573,0
3574,53574,8
3575,53575,0
3576,53576,4
3577,53577,1
3578,53578,5
3579,53579,7
3580,53580,8
3581,53581,6
3582,53582,4
3583,53583,3
3584,53584,3
3585,53585,2
3586,53586,3
3587,53587,1
3588,53588,6
3589,53589,7
3590,53590,5
3591,53591,9
3592,53592,9
3593,53593,1
3594,53594,1
3595,53595,3
3596,53596,4
3597,53597,9
3598,53598,5
3599,53599,1
3600,53600,7
3601,53601,7
3602,53602,4
3603,53603,6
3604,53604,1
3605,53605,8
3606,53606,6
3607,53607,4
3608,53608,2
3609,53609,3
3610,53610,1
3611,53611,1
3612,53612,9
3613,53613,4
3614,53614,7
3615,53615,0
3616,53616,9
3617,53617,5
3618,53618,4
3619,53619,3
